"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022",
"Armenia","ARM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00192948040175913","0.0034612197258735","0.0231488900378276","0.345188503355057","14.5231047518872","37.9291093241536","45.360093301755","53.4051569524923","59.1187064708023","59.1505147474781","58.3379783235321","60.6878142866904","62.1184682254049","64.9749957569785","69.054512012036","71.2703032696396","74.5615747892553","77.7512261584953","82.4081843354575","84.4661252560531","91.0280582047478","94.9254700292304","100","103.366824642245","105.753753195239","107.037508479879","107.324984550164","109.633160635444","112.68941468526","113.890258600166","115.94779169987","123.909625945415","133.900195738755",
"American Samoa","ASM","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6206896551724","71.5846994535519","69.2517006802721","68.3060109289617","70.2279202279202","72.4475524475524","80.4597701149425","101.19940029985","85.6502242152466","85.2017937219731","100","102.24358974359","101.259842519685","102.748091603053","104.192546583851","102.170283806344","103.90243902439","105.718954248366","111.353032659409","112.361331220285","",
"Antigua and Barbuda","ATG","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","26.8418509279534","29.1597204729582","33.4886233624795","37.3059175988263","40.4219366966543","44.9785791814231","47.3050882807801","49.1236092935075","52.7642876356211","57.0513544356147","62.1154862675914","69.7995414248891","72.9968536271404","74.2016520225613","76.1356452103871","78.0095713715301","79.4240673661993","82.001051123775","83.971834476368","86.4718308435586","88.0519206719597","89.9097343270335","91.262170186297","92.6797456208488","94.0538047120464","94.7138765049213","93.8947137601416","95.340238958167","99.5939796485003","100","103.734130166293","108.278377342033","110.267382168316","111.89201474822","113.028183266668","115.329111535901","114.237470231167","116.421123815701","119.934135537234","122.181307310189","121.042987503207","123.871602227635","123.939745138815","127.004380560805","131.324024435856","136.374034065274",
"Australia","AUS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.93785853935757","6.1291751387208","6.12452184451813","6.23417711260871","6.43918963960415","6.63106160457224","6.80901687872119","7.14047407010437","7.30130083089198","7.64831705733728","8.04086559411549","8.45786257335057","8.98152404454875","9.788246481253","11.3913778656783","13.2699409467515","15.1303201821106","16.8578723165644","18.2463952870397","19.8217972835603","21.8071568933983","23.8844132166366","26.6811510206311","29.3914095959282","31.7023994445359","33.1862098510727","35.3589887130245","37.8457748396186","40.5613124784428","44.3066528554259","47.0079622735747","48.4284143524591","49.1446199000828","49.5701727566299","50.0746901325321","51.2164384467271","52.6082420189197","53.2786343896955","53.9111228632312","54.1695398115449","55.5564877989845","58.1233827687739","59.7764492962747","61.5505769786699","63.5430071568842","65.9731207568757","69.3492141402683","72.8039742737223","76.1651464680816","79.9728744520836","80.89882133691","85.9399633313904","87.4810115583847","87.3466315650047","88.5920237102981","88.0654893172165","87.532536801109","90.8091061682399","92.470144493775","95.6120238709202","97.2754131132814","100","107.114738736733",
"Austria","AUT","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","16.2732646453409","17.1011106325943","17.67232247964","18.3223575301174","18.9057025906236","19.9117535689689","20.5334714085697","21.2003498068899","21.8020225082156","22.3979966821022","23.8429787755394","25.3222864886616","27.246762940181","29.4389126719672","32.2362392253626","34.36434562818","69.8193639087621","71.5753280506695","74.5917888226914","79.7844706229203","87.1661020060435","100","111.301219143831","134.707118425148","172.125333738561","139.688388111945","158.610321243664","194.336282806762","199.938867545439","200.828724484622","198.248084371587","180.703738380863","207.215507107444","240.727228422171","270.059545007326","269.407869916397","249.48255592103","303.342906315825","416.334678105749",
"Burundi","BDI","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","2.21203716343248","2.65615751680729","2.56140131653323","2.68145802041822","2.82671843557352","2.79762121988048","2.88580319085215","2.73233657621358","2.81585899997816","2.96684197587824","3.12065824840279","3.16373016479961","3.29947981417492","3.48129575116082","3.91489732115274","4.74042803097296","5.12321514111844","5.85604626997016","6.58850327510876","8.31012580190997","9.67165883781495","9.08523568838561","9.60055221431337","10.217728398768","11.9768324433501","12.5839187948262","12.0481692443371","11.6363875088442","12.0426397111602","13.819794310178","14.646986604034","15.246508387633","16.0700882857693","17.3143382815245","18.4637411844939","21.4369042043135","24.5352038509711","32.4840674819496","36.203673821609","41.6176219844858","57.8255604200099","65.7571495169799","66.4330400161365","74.3689639936029","84.1456264933397","100","102.845666333767","111.354474627567","138.31984452747","152.786435620874","165.867330590054","179.740889117828","205.433180650958","221.771495157498","233.537927858139","283.325287901007","286.082542856796","318.836655594085","309.747071139955","312.385705566925","331.024205972539","359.216609783849","391.289674315343",
"Belgium","BEL","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","14.9270651224403","15.1234259911003","15.3756381483845","15.8408737001259","16.5762746278768","17.4217828122874","18.1336394596051","18.712724712135","19.2030522311272","19.9757496993481","21.3102241357185","22.4520723614726","23.8705537030979","25.4954190545999","28.5977883963432","32.2839640495682","34.7295592700855","37.3266565390133","38.9777080003032","40.733747828014","42.4146654312923","44.5944385010489","47.9704231193204","50.6629311889927","53.4183447632492","55.8904080140709","57.4535404021178","58.4211217266059","59.6882699581393","62.5517892592981","64.310998103119","66.1609840181352","68.4266831646566","71.159119320485","72.6494081547418","73.5362900295698","73.8867785045836","74.4465627743766","75.7908022968193","76.2447117313426","77.7807509506569","79.3229897968033","80.623893012855","82.1155065328796","83.6880110501443","85.4312944274965","87.3660630558931","89.0537317447947","90.7536298293876","91.2375094865492","92.963794203806","94.6439283615003","96.5000087460424","97.7267729767862","98.6870807670005","100","101.92085069495","103.786280298684","105.394792789226","107.236506948654","108.85111862834","111.922285319241","118.526205978943",
"Benin","BEN","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","5.68164477289672","5.74081544842967","5.95785048604438","6.10971854581118","6.08749921067279","6.21275684015805","6.28337510991029","6.29223921986982","6.49821724084263","6.72267836992249","7.06197510271352","7.17308001103168","7.55448889192222","7.91882224507885","9.10036674036481","10.3968901439045","11.8561383841403","12.4699172483642","14.0080140732156","15.8297122937028","17.4424148661172","18.7451798086576","21.7722046833348","22.8055591832716","23.2510842447296","22.1171331126069","21.3199934649518","21.9656609076144","21.8315590304995","22.3172969097895","22.8030545081928","22.9755870134883","23.6706294147492","24.2335931600417","32.7226481755414","37.6635886998388","40.2651233760661","41.7418504698559","43.9256191007567","65.160380574224","67.9890289655435","69.3286070003708","71.7926935395801","73.9907733987081","74.560288523362","77.7616568908371","79.3902325471868","79.6999761102808","84.8279938811868","86.9823637072546","87.7485788849948","91.0243062015658","98.0321838636733","99.4019859949445","99.1556851160345","100","100.683591111275","100.313184623374","100.985726449923","100.584253198484","103.479100482781","105.154142621048","109.50624124514",
"Burkina Faso","BFA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","11.7455963346818","11.9688341065262","12.2094521447151","12.8379367161723","13.0705879340097","12.9848354639627","13.2838914096829","12.6979378431774","12.6644306904298","13.5399423117567","13.7814173283241","14.246881298102","15.2864256863255","15.6957746072306","17.4246185659956","18.8492825565751","20.1169921245816","23.8712204333708","27.3402638879579","29.4600982236469","32.021467729847","36.371462241459","39.6618125454374","41.807245698906","44.5251703988519","44.862255641653","42.0154418644702","42.5353086609605","43.9851487317312","46.1103441561765","46.9449484954342","45.0822758670813","45.1846395113511","44.5331494029402","51.052340169836","54.5083635831275","54.6984370547377","55.5496540500467","59.9604721355856","70.3880926179316","69.8110699090614","72.5766723855375","74.7953311654444","75.9058389994757","75.9746465721331","78.815631411687","78.2932202663939","80.2445607023743","87.5948023246529","89.7018995608139","93.0922893561271","99.3648522881927","105.151860776668","102.91299766421","102.27453888171","100","102.604299192266","104.057481090869","105.175023984024","106.8758029382","114.180779725972","113.248367947973","120.104635700536",
"Bangladesh","BGD","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","0.928434133086789","0.98653072793474","0.98674996954991","1.03770632037513","0.946977325845945","1.02208877333784","1.08644141255898","1.24714742922713","1.17519220594158","1.31419060017944","1.32089703372863","1.36003858022976","1.41990774580644","2.29181321892467","3.31264909285812","5.98164239748707","4.92705376222652","4.76888765377612","5.99062352558078","6.74331577728803","7.92710938608761","8.7114723105265","9.57005868424879","10.3823419027847","11.2000101279274","13.2714649594602","14.3669454126153","15.9644967526934","17.1611691352857","18.5920628271483","19.8066330770156","20.3472614640624","20.8726606972626","20.9051214777779","21.7342638166172","23.2871636439506","27.7450750082451","28.799452282876","30.1634555596388","31.3039471970264","32.3828876197451","33.4389454404633","34.7406792581351","36.7611334660219","38.438226509463","40.2011422255803","42.5633355400123","45.3177196909814","48.8801302696773","52.1865556523563","55.9151091980161","60.3097297258474","65.2337620442022","69.9142540892406","73.8775453042874","78.2162088229326","100","105.047597582037","111.146176583513","115.21207731196","119.63742472873","124.567892016512","130.857352138425",
"Bulgaria","BGR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","0.0481137806450941","0.0494710407437506","0.0504191397857535","0.0500937993303884","0.0514647406303434","0.0515826860450797","0.0522767257291216","0.0523100985636126","0.0494907182503771","0.0528212872644086","0.0666541263213819","0.217650957595726","0.347324458508456","0.524776184800659","0.906314543280297","2.13864496686642","3.4852694179476","35.3132064201886","47.3024028978347","48.8724349297569","52.4796306791576","55.6901944156768","57.8333644890464","59.0995740716676","62.3982503233286","66.5129535922406","71.0068843454313","78.9007728324362","85.3053463160878","88.595675518333","89.2727520389674","94.7299774345522","95.7835043685758","95.8524321060686","97.1375641910779","100","103.322081910062","108.292172059483","112.875797738653","118.786856957641","123.844635692543","132.678079469029","152.714623273644",
"Bahrain","BHR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","40.3982251292169","48.0382425526356","54.6310081505335","52.6151418915436","52.3949580101776","51.4387528947644","42.4921904818604","42.772234613338","43.6317117449854","45.3659240982839","47.5555991455302","46.660353168092","45.0120051331425","43.6500252461584","46.8500913077665","47.3610704903049","47.4542401015876","47.896378427639","44.5161343560538","45.6986759700694","59.4042922614824","57.406034092726","59.3660767626762","64.473091375832","71.5593834076986","81.3880416954712","88.5847277764409","96.0574100352347","106.974422984568","93.0742293518084","100","109.736753495957","113.045059667271","113.479310971696","111.583204451318","101.256003788306","101.506388352897","107.109221671522","111.779250020115","111.872319413731","105.084939733005","116.192628126309","125.149227661701",
"Bahamas, The","BHS","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","7.66095352993395","7.74986665330174","7.83431172220079","7.93958639753971","8.05910107508992","8.22122824529321","8.53127695110711","8.93336222276565","9.39463466527545","10.2331408317719","10.8620027091444","11.3597595859146","12.1307077201633","12.8040861540194","14.4984133550674","16.0434191258493","16.4268031409474","16.710773784023","17.0864125582616","18.5480007829088","20.4040742964805","24.0132138232692","24.9005038844863","26.388798790378","27.225702515237","29.5291949175871","30.9053696874281","32.9409047782442","33.4298501339648","34.0359905941818","35.7628784088724","36.6771705676089","38.1096213346467","37.7849336692314","38.6099174142315","38.9197370145117","39.3028020273016","64.5242694620666","72.9114755393547","73.0747337711875","73.748422842302","74.009479067202","76.9408191984842","77.8290848811529","78.758854490579","82.7415682833796","83.4266164267617","85.8854678251043","87.163842401876","86.2608333214652","85.9224369814751","85.184521669081","87.9677452768484","89.2286051345414","92.6970244111164","95.8620389479312","96.5664936258126","98.3228111168528","100","103.975011664514","101.536802484865","102.570855804112","100.341150888276",
"Bosnia and Herzegovina","BIH","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.3564160634528","51.5462433359504","42.7541225828577","48.3170676242273","47.552727677708","51.5261047726999","62.7774702239144","65.7444073031819","69.0367993683273","70.0108129774173","71.5244268553461","75.9510849113823","81.8753662655713","86.9496489040778","93.3277110931164","93.5008027598258","94.8156989073914","97.1221172447111","97.8949891680794","97.6755849573476","98.6526701878484","100","101.333305967465","103.135728601171","106.014891285743","108.635054290237","108.702562882766","113.985870288636","127.938862764767",
"Belarus","BLR","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.99490333424274E-07","1.47156471621905E-06","1.6640112583921E-05","0.000192811396832599","0.00394443646230594","0.0300370444674861","0.0461712408478046","0.0792527386018003","0.139944839550944","0.583280904066187","1.66404652820355","2.98753882132743","4.3287566984519","5.65704960846429","6.93979253430272","8.2564211192448","9.14387209124616","10.3209355237842","12.5103709143745","13.668663851957","15.2119208903613","26.0182902355052","45.6041746288481","55.2983888406997","65.3101419204241","75.7749422691186","82.0953336157777","89.1748534806257","100","108.576908509215","121.473542440813","140.091081894503","159.04229238172",
"Belize","BLZ","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","14.0803775705184","14.3286184067683","14.5230526844892","14.6592294375233","14.9723756470887","15.812417891691","16.7254164294073","17.2476581427972","17.5373080904528","17.5751767914588","18.8704044716856","19.8259835735745","19.5810860558894","22.4548592857348","27.3299491218033","31.9425042637506","32.31223378497","33.0368341569394","35.464771221092","36.7363372620321","42.2279728472822","41.3646631486231","38.4774119846451","41.4558542475293","45.3689054594574","44.5499801526816","46.4221312432207","50.8700849545347","52.7656750096878","53.844936747236","71.9240837696335","70.3464474456841","72.6939203354298","74.0996546620622","75.972427375677","80.0880626223092","82.4697336561743","81.1594202898551","82.2312190733243","80.5119735755574","81.5491413956887","80.9043478260869","81.6015883520847","78.5714285714286","80.3876193231125","82.7342202094537","85.575101488498","88.8888888888889","92.0170303352847","89.8422881582464","91.7898627243928","96.1680761099366","96.8447837150127","98.8072054527751","100","100.022624434389","102.079096045198","105.103448275862","105.275125056844","105.156657963446","104.522613065327","108.661520345414","109.843712026397",
"Bermuda","BMU","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","4.55855907225355","4.60136560661365","4.64629999114924","4.70534523801682","4.72703937508633","4.79610723443427","4.92121901586097","5.09249395429308","5.54988213530498","5.89847373564608","6.26827969106268","6.86666293179187","7.52076550160093","8.48434174506668","9.75563107730572","10.3757991990348","10.664625050356","11.6531399278624","12.226324116618","13.0106872393159","14.2927716882616","16.823934553764","18.8779000761727","20.9539746871891","23.1115116898602","24.8712425669523","26.3225135732582","28.0303588376256","29.4018882122353","31.05918831055","32.9331668957838","35.0509642177443","36.0372566755806","37.9098622979926","38.652731816184","40.2678221127342","52.0923463083582","54.1884918471626","55.6740970449702","57.1840627376769","54.7615421805863","54.0117494771894","58.646196471464","60.3027987605569","63.1322920690708","67.4015342392513","80.5981896890988","85.8974358974359","90.2858621135688","91.2280701754386","93.2681323532099","92.1943774011801","98.3697445916743","100","103.011890877215","106.052822570235","110.690728681653","110.58575652825","112.367422425256","115.08598584514","114.608312361641","115.133109330576","118.502416975328",
"Bolivia","BOL","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","7.3459256376806E-05","7.82694958028385E-05","8.10570412415375E-05","8.1725125260279E-05","8.85785477247973E-05","9.37967322696599E-05","9.69069160054178E-05","0.000102946599442689","0.000107670287934097","0.000111674554841065","0.000116097493871173","0.000119044782307091","0.000141636802058453","0.000202462031393259","0.00032706923319617","0.000348967426478441","0.000378974859358265","0.000426500650412237","0.000486653495245271","0.000582997132719154","0.000729031755614934","0.000943994320704087","0.00243817448932514","0.00890416350392992","0.137426617848685","17.0940300392532","56.4282858584195","64.6578964395136","75.9881175919607","86.0082308958503","100","117.689440220317","133.22351000341","141.959186302551","153.248075682186","170.760165006231","190.53454536447","201.404623789907","215.605919124582","220.805397924996","232.277133068375","236.620933002331","243.295435473664","258.696017787212","279.308164996475","295.901297843595","336.332302936693","361.131273781464","398.620967714581","388.974761525541","423.117052785868","484.90210368379","519.331488956214","550.467428639308","561.749246069465","535.793047718718","528.53374534233","560.570289582642","577.702807367188","573.699308011111","563.060704443202","585.397155544493","605.357796672227",
"Brazil","BRA","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","2.69146380399792E-13","3.62318949375041E-13","5.44382244916524E-13","9.71272829570792E-13","1.84088899420912E-12","2.92578349608475E-12","4.03571158917942E-12","5.10634317312163E-12","6.47007976087584E-12","7.76744619410984E-12","9.03005323678888E-12","1.07804915922626E-11","1.29222617399706E-11","1.6744712855966E-11","2.25393639064755E-11","3.01868431251478E-11","4.26249164687864E-11","6.19758000086914E-11","8.56676678909777E-11","1.32241717973345E-10","2.54091808500853E-10","5.0952745044546E-10","1.02432542606633E-09","2.37114993080777E-09","7.15471449102521E-09","2.49373036870318E-08","6.21386033271774E-08","1.90273814825731E-07","1.38510103243767E-06","1.94526942246867E-05","0.000551867231174729","0.00285137709106891","0.0304815907229757","0.638939939283196","14.9522735330268","29.0041275916166","34.3572000829297","37.0126761209934","38.8353141254346","41.94621730641","44.2977495727329","47.9412812572841","52.638621802997","60.0559413306886","64.7115143945629","69.5203724699877","74.229873069747","79.0095628686602","85.9454590018311","92.2310653168394","100","108.31859221882","116.922475499848","125.696998127234","135.560076726606","145.816789378239","157.633205078013","163.4205261562","170.763883603534","177.977392101691","189.496978107014","211.069440997977","228.552732672365",
"Barbados","BRB","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","11.7240099370836","15.1662646624961","15.6244348737123","17.1478697321314","18.299778939564","20.5649865977635","29.7530322957767","33.3829882317891","36.6697994987469","38.7468827930175","40.755227922371","42.1875","44.074755769503","47.3088600607232","48.6133333333333","51.9305019305019","53.8666311726341","56.2880886426593","57.4827434278161","60.4691825732187","61.8054563633767","62.4334920190423","64.0183140317802","64.6052969915145","70.2280614774418","73.3415688696726","72.3713778829095","74.0036341611145","74.6754807692308","75.5087636748618","79.9095232571627","85.2376701629101","88.6967413362436","96.2978034699706","97.9560069104183","96.2495798726123","99.9999955849193","103.53267133351","102.919840943712","105.952572759214","106.478066860126","104.535984494917","104.286596383509","107.008767688487","110.630306818073","115.708092014474","117.118539966658","121.660722358969","128.734205152138",
"Brunei Darussalam","BRN","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","27.1150593580074","28.611529682221","30.2215367312348","32.7544337688076","32.0431943886032","36.1036726514446","67.1939775003702","73.255946030956","69.7114985944755","61.7504208357423","60.9636145332724","59.4608973747235","40.4900481609712","44.8346144215044","41.3962151024949","44.9968785731975","48.7810997571655","47.3970429685286","48.2155308231382","46.7924544804251","42.6917385269902","43.9182711213242","45.8896550701818","49.82921467679","44.0248219478412","49.1290494486687","63.3841915567272","59.8398121852074","60.063738464259","63.7303960881821","73.8547117476471","87.7145226565563","96.5278335866886","97.6093774719958","109.998672168554","85.6984073813418","100","120.180505415162","121.645148464251","118.213148138478","116.030392854435","95.5941881852305","86.8302452990269","91.1315467283363","99.5317369242567","96.2115891186128","85.7593933357373","99.0228798202048","123.022784553177",
"Bhutan","BTN","GDP deflator (base year varies by country)","NY.GDP.DEFL.ZS","","","","","","","","","","","","","","","","","","","","","21.2560359035411","21.9920378939981","23.5946305140208","25.2836189677626","27.8533673732582","29.6662357366801","31.7978846834759","32.1480343041218","36.9589464307997","39.0315728712325","41.4536197778656","45.1601058143746","49.1898727077017","53.377628301467","59.9650975683558","64.9328357750091","70.200598317153","79.2613016925869","87.7393023116074","93.1530443862813","99.9999758851978","105.358750637882","110.368790571194","113.752861324934","117.967342133337","124.930689448697","131.701759081313","135.591493110042","143.063222018782","149.867718089863","158.641440742993","172.142301863855","187.94484415866","198.976911849923","212.748026197432","220.31561850882","229.972958206176","241.712896313568","245.965425492041","248.176787314788","266.103352572617","278.618921057208","",
